rank	source	target	cluster_1	cluster_2	mean	pvalue	interaction_key
2591	DLK1	NOTCH1	Thalamus_1	Cortex_2	0.13252278752739952		DLK1|NOTCH1|Thalamus_1->Cortex_2
2592	NOTCH1	JAG1	Hippocampus	Cortex_2	0.132152747696505		NOTCH1|JAG1|Hippocampus->Cortex_2
2593	SPP1	CD44	Hypothalamus_2	Hypothalamus_1	0.13205439052579546		SPP1|CD44|Hypothalamus_2->Hypothalamus_1
2594	NOTCH1	JAG1	Thalamus_2	Thalamus_2	0.131713678361848		NOTCH1|JAG1|Thalamus_2->Thalamus_2
2595	DLK1	NOTCH1	Cortex_5	Cortex_2	0.13164783877407418		DLK1|NOTCH1|Cortex_5->Cortex_2
2596	DLK1	NOTCH1	Cortex_4	Hippocampus	0.131617883989357		DLK1|NOTCH1|Cortex_4->Hippocampus
2597	FGF10	FGFR2	Cortex_5	Cortex_1	0.13158309967170143		FGF10|FGFR2|Cortex_5->Cortex_1
2598	NOTCH1	JAG1	Pyramidal_layer_dentate_gyrus	Cortex_5	0.13141001933974134		NOTCH1|JAG1|Pyramidal_layer_dentate_gyrus->Cortex_5
2599	KITL	KIT	Pyramidal_layer	Fiber_tract	0.13125789133471574		KITL|KIT|Pyramidal_layer->Fiber_tract
2600	KITL	KIT	Pyramidal_layer	Hypothalamus_2	0.13123414559023722		KITL|KIT|Pyramidal_layer->Hypothalamus_2
2601	DLK1	NOTCH1	Cortex_2	Hypothalamus_1	0.1310910797800308		DLK1|NOTCH1|Cortex_2->Hypothalamus_1
2602	NOTCH1	JAG1	Cortex_2	Thalamus_1	0.13099233156677498		NOTCH1|JAG1|Cortex_2->Thalamus_1
2603	SHH	PTCH1	Cortex_2	Cortex_3	0.13093142156450163		SHH|PTCH1|Cortex_2->Cortex_3
2604	FGF10	FGFR2	Hypothalamus_2	Cortex_5	0.1308621548877463		FGF10|FGFR2|Hypothalamus_2->Cortex_5
2605	NOTCH1	JAG1	Cortex_1	Cortex_5	0.1307503807004889		NOTCH1|JAG1|Cortex_1->Cortex_5
2606	NOTCH1	JAG1	Cortex_2	Hypothalamus_2	0.13068232941905114		NOTCH1|JAG1|Cortex_2->Hypothalamus_2
2607	SPP1	CD44	Hippocampus	Thalamus_2	0.13059501525073372		SPP1|CD44|Hippocampus->Thalamus_2
2608	NOTCH1	JAG1	Cortex_4	Lateral_ventricle	0.13054122582476035		NOTCH1|JAG1|Cortex_4->Lateral_ventricle
2609	SPP1	CD44	Striatum	Lateral_ventricle	0.1302833610082986		SPP1|CD44|Striatum->Lateral_ventricle
2610	FGF10	FGFR2	Thalamus_2	Pyramidal_layer	0.1300469830388292		FGF10|FGFR2|Thalamus_2->Pyramidal_layer
2611	NRG1	ERBB4	Cortex_5	Thalamus_1	0.13002391707755914		NRG1|ERBB4|Cortex_5->Thalamus_1
2612	SPP1	CD44	Hypothalamus_2	Hippocampus	0.12995916689479042		SPP1|CD44|Hypothalamus_2->Hippocampus
2613	FGF10	FGFR2	Striatum	Pyramidal_layer_dentate_gyrus	0.12962556291931596		FGF10|FGFR2|Striatum->Pyramidal_layer_dentate_gyrus
2614	NOTCH1	JAG1	Striatum	Fiber_tract	0.12962148994926195		NOTCH1|JAG1|Striatum->Fiber_tract
2615	NOTCH1	JAG1	Hypothalamus_2	Cortex_3	0.1295999247398474		NOTCH1|JAG1|Hypothalamus_2->Cortex_3
2616	SPP1	CD44	Fiber_tract	Thalamus_2	0.12932601695740184		SPP1|CD44|Fiber_tract->Thalamus_2
2617	NOTCH1	JAG1	Cortex_2	Hypothalamus_1	0.12927098455817954		NOTCH1|JAG1|Cortex_2->Hypothalamus_1
2618	NOTCH1	JAG1	Hypothalamus_1	Pyramidal_layer_dentate_gyrus	0.1291547843984147		NOTCH1|JAG1|Hypothalamus_1->Pyramidal_layer_dentate_gyrus
2619	DLK1	NOTCH1	Cortex_2	Pyramidal_layer_dentate_gyrus	0.1289213146736411		DLK1|NOTCH1|Cortex_2->Pyramidal_layer_dentate_gyrus
2620	KITL	KIT	Fiber_tract	Thalamus_2	0.12885977257150266		KITL|KIT|Fiber_tract->Thalamus_2
2621	SHH	PTCH1	Cortex_2	Hippocampus	0.12868448580162178		SHH|PTCH1|Cortex_2->Hippocampus
2622	FGF10	FGFR2	Thalamus_1	Pyramidal_layer	0.12860262233276606		FGF10|FGFR2|Thalamus_1->Pyramidal_layer
2623	NOTCH1	JAG1	Cortex_2	Cortex_1	0.12844494931739134		NOTCH1|JAG1|Cortex_2->Cortex_1
2624	SHH	PTCH1	Fiber_tract	Cortex_3	0.12835500930863852		SHH|PTCH1|Fiber_tract->Cortex_3
2625	FGF10	FGFR2	Hypothalamus_2	Cortex_1	0.1283256237754204		FGF10|FGFR2|Hypothalamus_2->Cortex_1
2626	WNT5A	FZD7	Cortex_5	Fiber_tract	0.1282664035909696		WNT5A|FZD7|Cortex_5->Fiber_tract
2627	DLK1	NOTCH1	Cortex_2	Cortex_1	0.12826167603438865		DLK1|NOTCH1|Cortex_2->Cortex_1
2628	WNT5A	FZD7	Striatum	Hypothalamus_1	0.12805585668442415		WNT5A|FZD7|Striatum->Hypothalamus_1
2629	DLK1	NOTCH1	Fiber_tract	Cortex_3	0.12799434635740103		DLK1|NOTCH1|Fiber_tract->Cortex_3
2630	DLK1	NOTCH1	Cortex_1	Striatum	0.127990600427428		DLK1|NOTCH1|Cortex_1->Striatum
2631	NRG1	ERBB4	Cortex_1	Thalamus_1	0.1279458941367201		NRG1|ERBB4|Cortex_1->Thalamus_1
2632	FGF10	FGFR2	Hippocampus	Cortex_4	0.12781270568274816		FGF10|FGFR2|Hippocampus->Cortex_4
2633	FGF10	FGFR2	Thalamus_2	Cortex_5	0.12778444578979425		FGF10|FGFR2|Thalamus_2->Cortex_5
2634	SHH	PTCH1	Cortex_5	Cortex_3	0.1277214700969433		SHH|PTCH1|Cortex_5->Cortex_3
2635	NOTCH1	JAG1	Thalamus_1	Cortex_3	0.1273635881585876		NOTCH1|JAG1|Thalamus_1->Cortex_3
2636	NOTCH1	JAG1	Cortex_2	Cortex_2	0.12728127344341128		NOTCH1|JAG1|Cortex_2->Cortex_2
2637	NOTCH1	JAG1	Pyramidal_layer_dentate_gyrus	Pyramidal_layer_dentate_gyrus	0.126985019292025	0.68	NOTCH1|JAG1|Pyramidal_layer_dentate_gyrus->Pyramidal_layer_dentate_gyrus
2638	SPP1	CD44	Hypothalamus_2	Hypothalamus_2	0.12675344719922632		SPP1|CD44|Hypothalamus_2->Hypothalamus_2
2639	DLK1	NOTCH1	Cortex_4	Cortex_2	0.12674640973626328		DLK1|NOTCH1|Cortex_4->Cortex_2
2640	DLK1	NOTCH1	Pyramidal_layer_dentate_gyrus	Striatum	0.12668552651417023		DLK1|NOTCH1|Pyramidal_layer_dentate_gyrus->Striatum
2641	SHH	PTCH1	Pyramidal_layer	Cortex_3	0.12662228990192062		SHH|PTCH1|Pyramidal_layer->Cortex_3
2642	NOTCH1	JAG1	Striatum	Hippocampus	0.12655857186438738		NOTCH1|JAG1|Striatum->Hippocampus
2643	NRG1	ERBB4	Pyramidal_layer_dentate_gyrus	Thalamus_2	0.126549175999803		NRG1|ERBB4|Pyramidal_layer_dentate_gyrus->Thalamus_2
2644	WNT5A	FZD7	Hypothalamus_1	Fiber_tract	0.1264281018432344		WNT5A|FZD7|Hypothalamus_1->Fiber_tract
2645	NOTCH1	JAG1	Striatum	Pyramidal_layer	0.12641971076236053		NOTCH1|JAG1|Striatum->Pyramidal_layer
2646	FGF10	FGFR2	Thalamus_1	Cortex_5	0.12634008508373112		FGF10|FGFR2|Thalamus_1->Cortex_5
2647	NOTCH1	JAG1	Cortex_1	Pyramidal_layer_dentate_gyrus	0.12632538065277255		NOTCH1|JAG1|Cortex_1->Pyramidal_layer_dentate_gyrus
2648	SPP1	CD44	Cortex_3	Thalamus_2	0.12615681394217076		SPP1|CD44|Cortex_3->Thalamus_2
2649	FGF10	FGFR2	Lateral_ventricle	Pyramidal_layer_dentate_gyrus	0.12614816076406576		FGF10|FGFR2|Lateral_ventricle->Pyramidal_layer_dentate_gyrus
2650	SHH	PTCH1	Fiber_tract	Hippocampus	0.1261080735457587		SHH|PTCH1|Fiber_tract->Hippocampus
2651	NOTCH1	JAG1	Cortex_3	Lateral_ventricle	0.12599799972867987		NOTCH1|JAG1|Cortex_3->Lateral_ventricle
2652	KITL	KIT	Hypothalamus_1	Thalamus_1	0.12558437442209933		KITL|KIT|Hypothalamus_1->Thalamus_1
2653	NOTCH1	JAG1	Hippocampus	Fiber_tract	0.12558377551674169		NOTCH1|JAG1|Hippocampus->Fiber_tract
2654	SPP1	CD44	Cortex_5	Striatum	0.12555671681348884		SPP1|CD44|Cortex_5->Striatum
2655	DLK1	NOTCH1	Hippocampus	Striatum	0.1254823074400204		DLK1|NOTCH1|Hippocampus->Striatum
2656	NRG1	ERBB4	Hypothalamus_1	Thalamus_1	0.125475488978883		NRG1|ERBB4|Hypothalamus_1->Thalamus_1
2657	SHH	PTCH1	Cortex_5	Hippocampus	0.12547453433406347		SHH|PTCH1|Cortex_5->Hippocampus
2658	FGF10	FGFR2	Cortex_1	Cortex_4	0.1253912819428507		FGF10|FGFR2|Cortex_1->Cortex_4
2659	NOTCH1	JAG1	Hypothalamus_1	Thalamus_2	0.12536409106821966		NOTCH1|JAG1|Hypothalamus_1->Thalamus_2
2660	FGF10	FGFR2	Thalamus_2	Cortex_1	0.12524791467746835		FGF10|FGFR2|Thalamus_2->Cortex_1
2661	WNT5A	FZD7	Hypothalamus_2	Fiber_tract	0.12521517775782776		WNT5A|FZD7|Hypothalamus_2->Fiber_tract
2662	DLK1	NOTCH1	Pyramidal_layer	Striatum	0.12509453719278343		DLK1|NOTCH1|Pyramidal_layer->Striatum
2663	FGF10	FGFR2	Cortex_2	Cortex_4	0.1250100004444049		FGF10|FGFR2|Cortex_2->Cortex_4
2664	NRG1	ERBB4	Pyramidal_layer	Pyramidal_layer_dentate_gyrus	0.12487214599169937	1.0	NRG1|ERBB4|Pyramidal_layer->Pyramidal_layer_dentate_gyrus
2665	NOTCH1	JAG1	Striatum	Cortex_4	0.1244125135674082		NOTCH1|JAG1|Striatum->Cortex_4
2666	FGF10	FGFR2	Cortex_5	Pyramidal_layer_dentate_gyrus	0.12438782350900399		FGF10|FGFR2|Cortex_5->Pyramidal_layer_dentate_gyrus
2667	SHH	PTCH1	Pyramidal_layer	Hippocampus	0.1243753541390408		SHH|PTCH1|Pyramidal_layer->Hippocampus
2668	DLK1	NOTCH1	Cortex_1	Hippocampus	0.12395288599490771		DLK1|NOTCH1|Cortex_1->Hippocampus
2669	FGF10	FGFR2	Thalamus_1	Cortex_1	0.12380355397140522		FGF10|FGFR2|Thalamus_1->Cortex_1
2670	SHH	PTCH1	Hippocampus	Cortex_3	0.12361172633995211		SHH|PTCH1|Hippocampus->Cortex_3
2671	NOTCH1	JAG1	Thalamus_2	Striatum	0.12357953317871231		NOTCH1|JAG1|Thalamus_2->Striatum
2672	SPP1	CD44	Cortex_5	Cortex_4	0.12353551473083263		SPP1|CD44|Cortex_5->Cortex_4
2673	WNT5A	FZD7	Striatum	Thalamus_2	0.12329273440059445		WNT5A|FZD7|Striatum->Thalamus_2
2674	NOTCH1	JAG1	Pyramidal_layer_dentate_gyrus	Thalamus_2	0.12319432596182998		NOTCH1|JAG1|Pyramidal_layer_dentate_gyrus->Thalamus_2
2675	FGF10	FGFR2	Hypothalamus_1	Cortex_4	0.1231435419691073		FGF10|FGFR2|Hypothalamus_1->Cortex_4
2676	WNT5A	FZD7	Striatum	Cortex_2	0.12308379847405053		WNT5A|FZD7|Striatum->Cortex_2
2677	DLK1	NOTCH1	Pyramidal_layer_dentate_gyrus	Hippocampus	0.12264781208164993		DLK1|NOTCH1|Pyramidal_layer_dentate_gyrus->Hippocampus
2678	NOTCH1	JAG1	Cortex_1	Thalamus_2	0.12253468732257754		NOTCH1|JAG1|Cortex_1->Thalamus_2
2679	NOTCH1	JAG1	Hippocampus	Hippocampus	0.1225208574318671		NOTCH1|JAG1|Hippocampus->Hippocampus
2680	SHH	PTCH1	Lateral_ventricle	Cortex_3	0.12245515164898113		SHH|PTCH1|Lateral_ventricle->Cortex_3
2681	NOTCH1	JAG1	Hippocampus	Pyramidal_layer	0.12238199632984023		NOTCH1|JAG1|Hippocampus->Pyramidal_layer
2682	DLK1	NOTCH1	Cortex_3	Thalamus_2	0.12224358796203112		DLK1|NOTCH1|Cortex_3->Thalamus_2
2683	SPP1	CD44	Cortex_2	Lateral_ventricle	0.12207430854359666		SPP1|CD44|Cortex_2->Lateral_ventricle
2684	KITL	KIT	Hypothalamus_1	Thalamus_2	0.12171885423147334		KITL|KIT|Hypothalamus_1->Thalamus_2
2685	SPP1	CD44	Cortex_4	Thalamus_2	0.12157535365010362		SPP1|CD44|Cortex_4->Thalamus_2
2686	WNT5A	FZD7	Striatum	Hypothalamus_2	0.12154008629656089		WNT5A|FZD7|Striatum->Hypothalamus_2
2687	DLK1	NOTCH1	Hippocampus	Hippocampus	0.1214445930075001		DLK1|NOTCH1|Hippocampus->Hippocampus
2688	NOTCH1	JAG1	Cortex_4	Cortex_5	0.12138165842046537		NOTCH1|JAG1|Cortex_4->Cortex_5
2689	SHH	PTCH1	Hippocampus	Hippocampus	0.12136479057707228		SHH|PTCH1|Hippocampus->Hippocampus
2690	FGF10	FGFR2	Hypothalamus_2	Pyramidal_layer_dentate_gyrus	0.12113034761272294		FGF10|FGFR2|Hypothalamus_2->Pyramidal_layer_dentate_gyrus
2691	DLK1	NOTCH1	Pyramidal_layer	Hippocampus	0.12105682276026315		DLK1|NOTCH1|Pyramidal_layer->Hippocampus
2692	FGF10	FGFR2	Fiber_tract	Pyramidal_layer	0.12083408303693835		FGF10|FGFR2|Fiber_tract->Pyramidal_layer
2693	NOTCH1	JAG1	Cortex_2	Fiber_tract	0.12071230126364796		NOTCH1|JAG1|Cortex_2->Fiber_tract
2694	WNT5A	FZD7	Cortex_4	Fiber_tract	0.12041923658391221		WNT5A|FZD7|Cortex_4->Fiber_tract
2695	NOTCH1	JAG1	Hippocampus	Cortex_4	0.12037479913488792		NOTCH1|JAG1|Hippocampus->Cortex_4
2696	SHH	PTCH1	Lateral_ventricle	Hippocampus	0.1202082158861013		SHH|PTCH1|Lateral_ventricle->Hippocampus
2697	WNT5A	FZD7	Pyramidal_layer_dentate_gyrus	Fiber_tract	0.12006533409641906		WNT5A|FZD7|Pyramidal_layer_dentate_gyrus->Fiber_tract
2698	FGF10	FGFR2	Striatum	Cortex_4	0.1195988435035124		FGF10|FGFR2|Striatum->Cortex_4
2699	DLK1	NOTCH1	Thalamus_1	Thalamus_2	0.1193964531372205		DLK1|NOTCH1|Thalamus_1->Thalamus_2
2700	FGF10	FGFR2	Cortex_4	Cortex_2	0.11932488858467874		FGF10|FGFR2|Cortex_4->Cortex_2
2701	SPP1	CD44	Cortex_5	Cortex_2	0.11926069984012673		SPP1|CD44|Cortex_5->Cortex_2
2702	WNT5A	FZD7	Cortex_5	Pyramidal_layer_dentate_gyrus	0.11923586305466978		WNT5A|FZD7|Cortex_5->Pyramidal_layer_dentate_gyrus
2703	DLK1	NOTCH1	Cortex_1	Cortex_2	0.119081411741814		DLK1|NOTCH1|Cortex_1->Cortex_2
2704	SPP1	CD44	Cortex_5	Pyramidal_layer	0.11897354518555327		SPP1|CD44|Cortex_5->Pyramidal_layer
2705	DLK1	NOTCH1	Cortex_2	Cortex_4	0.11889295375436514		DLK1|NOTCH1|Cortex_2->Cortex_4
2706	FGF10	FGFR2	Fiber_tract	Cortex_5	0.1185715457879034		FGF10|FGFR2|Fiber_tract->Cortex_5
2707	DLK1	NOTCH1	Cortex_5	Thalamus_2	0.11852150438389517		DLK1|NOTCH1|Cortex_5->Thalamus_2
2708	SPP1	CD44	Cortex_1	Lateral_ventricle	0.11835450403327352		SPP1|CD44|Cortex_1->Lateral_ventricle
2709	NOTCH1	JAG1	Striatum	Cortex_3	0.11822481390671959		NOTCH1|JAG1|Striatum->Cortex_3
2710	WNT5A	FZD7	Striatum	Striatum	0.11815825036538193		WNT5A|FZD7|Striatum->Striatum
2711	WNT5A	FZD7	Hippocampus	Cortex_5	0.11810979978570693		WNT5A|FZD7|Hippocampus->Cortex_5
2712	FGF10	FGFR2	Thalamus_2	Pyramidal_layer_dentate_gyrus	0.11805263851477088		FGF10|FGFR2|Thalamus_2->Pyramidal_layer_dentate_gyrus
2713	SPP1	CD44	Thalamus_1	Lateral_ventricle	0.1179823038140215		SPP1|CD44|Thalamus_1->Lateral_ventricle
2714	NOTCH1	JAG1	Thalamus_2	Thalamus_1	0.11786599717659597		NOTCH1|JAG1|Thalamus_2->Thalamus_1
2715	DLK1	NOTCH1	Pyramidal_layer_dentate_gyrus	Cortex_2	0.11777633782855622		DLK1|NOTCH1|Pyramidal_layer_dentate_gyrus->Cortex_2
2716	NOTCH1	JAG1	Cortex_2	Hippocampus	0.11764938317877338		NOTCH1|JAG1|Cortex_2->Hippocampus
2717	NRG1	ERBB4	Pyramidal_layer	Thalamus_2	0.11757537233643234		NRG1|ERBB4|Pyramidal_layer->Thalamus_2
2718	NOTCH1	JAG1	Thalamus_2	Hypothalamus_2	0.11755599502887212		NOTCH1|JAG1|Thalamus_2->Hypothalamus_2
2719	NOTCH1	JAG1	Cortex_2	Pyramidal_layer	0.11751052207674652		NOTCH1|JAG1|Cortex_2->Pyramidal_layer
2720	WNT5A	FZD7	Hypothalamus_1	Pyramidal_layer_dentate_gyrus	0.11739756130693454		WNT5A|FZD7|Hypothalamus_1->Pyramidal_layer_dentate_gyrus
2721	SPP1	CD44	Hypothalamus_2	Striatum	0.11738222128308383		SPP1|CD44|Hypothalamus_2->Striatum
2722	NRG1	ERBB4	Cortex_4	Thalamus_1	0.11725372491557068		NRG1|ERBB4|Cortex_4->Thalamus_1
2723	NOTCH1	JAG1	Hypothalamus_1	Striatum	0.11722994588508401		NOTCH1|JAG1|Hypothalamus_1->Striatum
2724	NOTCH1	JAG1	Cortex_4	Pyramidal_layer_dentate_gyrus	0.11695665837274904		NOTCH1|JAG1|Cortex_4->Pyramidal_layer_dentate_gyrus
2725	NOTCH1	JAG1	Cortex_3	Cortex_5	0.11683843232438486		NOTCH1|JAG1|Cortex_3->Cortex_5
2726	FGF10	FGFR2	Thalamus_1	Pyramidal_layer_dentate_gyrus	0.11660827780870776		FGF10|FGFR2|Thalamus_1->Pyramidal_layer_dentate_gyrus
2727	DLK1	NOTCH1	Hippocampus	Cortex_2	0.11657311875440639		DLK1|NOTCH1|Hippocampus->Cortex_2
2728	DLK1	NOTCH1	Fiber_tract	Pyramidal_layer	0.11635111303732358		DLK1|NOTCH1|Fiber_tract->Pyramidal_layer
2729	DLK1	NOTCH1	Pyramidal_layer	Cortex_2	0.11618534850716944		DLK1|NOTCH1|Pyramidal_layer->Cortex_2
2730	WNT5A	FZD7	Hypothalamus_2	Pyramidal_layer_dentate_gyrus	0.11618463722152791		WNT5A|FZD7|Hypothalamus_2->Pyramidal_layer_dentate_gyrus
2731	NOTCH1	JAG1	Thalamus_2	Hypothalamus_1	0.1161446501680005		NOTCH1|JAG1|Thalamus_2->Hypothalamus_1
2732	FGF10	FGFR2	Lateral_ventricle	Cortex_4	0.11612144134826223		FGF10|FGFR2|Lateral_ventricle->Cortex_4
2733	FGF10	FGFR2	Fiber_tract	Cortex_1	0.11603501467557749		FGF10|FGFR2|Fiber_tract->Cortex_1
2734	DLK1	NOTCH1	Cortex_3	Hypothalamus_1	0.1158940006684028		DLK1|NOTCH1|Cortex_3->Hypothalamus_1
2735	NOTCH1	JAG1	Cortex_2	Cortex_4	0.11550332488179421		NOTCH1|JAG1|Cortex_2->Cortex_4
2736	SPP1	CD44	Hypothalamus_2	Cortex_4	0.11536101920042763		SPP1|CD44|Hypothalamus_2->Cortex_4
2737	NOTCH1	JAG1	Thalamus_2	Cortex_1	0.11531861492721232		NOTCH1|JAG1|Thalamus_2->Cortex_1
2738	NOTCH1	JAG1	Pyramidal_layer_dentate_gyrus	Striatum	0.11506018077869432		NOTCH1|JAG1|Pyramidal_layer_dentate_gyrus->Striatum
2739	NOTCH1	JAG1	Cortex_1	Striatum	0.11440054213944187		NOTCH1|JAG1|Cortex_1->Striatum
2740	FGF10	FGFR2	Cortex_5	Cortex_4	0.11436110409320044		FGF10|FGFR2|Cortex_5->Cortex_4
2741	NOTCH1	JAG1	Pyramidal_layer	Lateral_ventricle	0.1143547664086024		NOTCH1|JAG1|Pyramidal_layer->Lateral_ventricle
2742	DLK1	NOTCH1	Cortex_2	Cortex_3	0.11434972765828462		DLK1|NOTCH1|Cortex_2->Cortex_3
2743	WNT5A	FZD7	Striatum	Thalamus_1	0.11428675145172768		WNT5A|FZD7|Striatum->Thalamus_1
2744	NRG1	ERBB4	Thalamus_2	Thalamus_1	0.11424605572824562		NRG1|ERBB4|Thalamus_2->Thalamus_1
2745	NOTCH1	JAG1	Hippocampus	Cortex_3	0.1141870994741993		NOTCH1|JAG1|Hippocampus->Cortex_3
2746	NOTCH1	JAG1	Thalamus_2	Cortex_2	0.11415493905323228		NOTCH1|JAG1|Thalamus_2->Cortex_2
2747	SPP1	CD44	Thalamus_2	Lateral_ventricle	0.11398132475137354		SPP1|CD44|Thalamus_2->Lateral_ventricle
2748	DLK1	NOTCH1	Cortex_3	Pyramidal_layer_dentate_gyrus	0.11372423556201311		DLK1|NOTCH1|Cortex_3->Pyramidal_layer_dentate_gyrus
2749	DLK1	NOTCH1	Cortex_4	Thalamus_2	0.11362007534608426		DLK1|NOTCH1|Cortex_4->Thalamus_2
2750	SPP1	CD44	Hypothalamus_1	Thalamus_1	0.11319348144938145		SPP1|CD44|Hypothalamus_1->Thalamus_1
2751	NOTCH1	JAG1	Cortex_4	Thalamus_2	0.11316596504255402		NOTCH1|JAG1|Cortex_4->Thalamus_2
2752	DLK1	NOTCH1	Cortex_3	Cortex_1	0.11306459692276066		DLK1|NOTCH1|Cortex_3->Cortex_1
2753	DLK1	NOTCH1	Thalamus_1	Hypothalamus_1	0.11304686584359218		DLK1|NOTCH1|Thalamus_1->Hypothalamus_1
2754	NOTCH1	JAG1	Cortex_3	Pyramidal_layer_dentate_gyrus	0.11241343227666853		NOTCH1|JAG1|Cortex_3->Pyramidal_layer_dentate_gyrus
2755	WNT5A	FZD7	Striatum	Hippocampus	0.11227636210090006		WNT5A|FZD7|Striatum->Hippocampus
2756	DLK1	NOTCH1	Cortex_5	Hypothalamus_1	0.11217191709026686		DLK1|NOTCH1|Cortex_5->Hypothalamus_1
2757	NRG1	ERBB4	Lateral_ventricle	Thalamus_1	0.11214758282844395		NRG1|ERBB4|Lateral_ventricle->Thalamus_1
2758	NOTCH1	JAG1	Hypothalamus_1	Thalamus_1	0.11151640988296765		NOTCH1|JAG1|Hypothalamus_1->Thalamus_1
2759	WNT5A	FZD7	Cortex_5	Hypothalamus_1	0.11149576586683947		WNT5A|FZD7|Cortex_5->Hypothalamus_1
2760	WNT5A	FZD7	Cortex_4	Pyramidal_layer_dentate_gyrus	0.11138869604761238		WNT5A|FZD7|Cortex_4->Pyramidal_layer_dentate_gyrus
2761	NOTCH1	JAG1	Hypothalamus_1	Hypothalamus_2	0.1112064077352438		NOTCH1|JAG1|Hypothalamus_1->Hypothalamus_2
2762	NRG1	ERBB4	Cortex_2	Thalamus_1	0.11116928820167381		NRG1|ERBB4|Cortex_2->Thalamus_1
2763	FGF10	FGFR2	Hypothalamus_2	Cortex_4	0.1111036281969194		FGF10|FGFR2|Hypothalamus_2->Cortex_4
2764	SPP1	CD44	Hypothalamus_2	Cortex_2	0.11108620430972171		SPP1|CD44|Hypothalamus_2->Cortex_2
2765	WNT5A	FZD7	Pyramidal_layer_dentate_gyrus	Pyramidal_layer_dentate_gyrus	0.11103479356011924	0.13	WNT5A|FZD7|Pyramidal_layer_dentate_gyrus->Pyramidal_layer_dentate_gyrus
2766	DLK1	NOTCH1	Thalamus_1	Pyramidal_layer_dentate_gyrus	0.11087710073720249		DLK1|NOTCH1|Thalamus_1->Pyramidal_layer_dentate_gyrus
2767	SPP1	CD44	Hypothalamus_2	Pyramidal_layer	0.11079904965514825		SPP1|CD44|Hypothalamus_2->Pyramidal_layer
2768	WNT5A	FZD7	Striatum	Cortex_4	0.1106483227358506		WNT5A|FZD7|Striatum->Cortex_4
2769	DLK1	NOTCH1	Thalamus_1	Cortex_1	0.11021746209795004		DLK1|NOTCH1|Thalamus_1->Cortex_1
2770	SPP1	CD44	Hypothalamus_1	Fiber_tract	0.11001294431161868		SPP1|CD44|Hypothalamus_1->Fiber_tract
2771	DLK1	NOTCH1	Cortex_5	Pyramidal_layer_dentate_gyrus	0.11000215198387717		DLK1|NOTCH1|Cortex_5->Pyramidal_layer_dentate_gyrus
2772	NOTCH1	JAG1	Hypothalamus_1	Hypothalamus_1	0.10979506287437218		NOTCH1|JAG1|Hypothalamus_1->Hypothalamus_1
2773	WNT5A	FZD7	Hypothalamus_1	Hypothalamus_1	0.10965746411910424		WNT5A|FZD7|Hypothalamus_1->Hypothalamus_1
2774	NOTCH1	JAG1	Pyramidal_layer_dentate_gyrus	Thalamus_1	0.10934664477657796		NOTCH1|JAG1|Pyramidal_layer_dentate_gyrus->Thalamus_1
2775	DLK1	NOTCH1	Cortex_5	Cortex_1	0.10934251334462472		DLK1|NOTCH1|Cortex_5->Cortex_1
2776	NOTCH1	JAG1	Cortex_2	Cortex_3	0.10931562522110559		NOTCH1|JAG1|Cortex_2->Cortex_3
2777	NOTCH1	JAG1	Pyramidal_layer_dentate_gyrus	Hypothalamus_2	0.10903664262885411		NOTCH1|JAG1|Pyramidal_layer_dentate_gyrus->Hypothalamus_2
2778	NOTCH1	JAG1	Hypothalamus_1	Cortex_1	0.10896902763358401		NOTCH1|JAG1|Hypothalamus_1->Cortex_1
2779	SPP1	CD44	Hypothalamus_1	Pyramidal_layer_dentate_gyrus	0.10895584566240532		SPP1|CD44|Hypothalamus_1->Pyramidal_layer_dentate_gyrus
2780	FGF10	FGFR2	Fiber_tract	Pyramidal_layer_dentate_gyrus	0.10883973851288004		FGF10|FGFR2|Fiber_tract->Pyramidal_layer_dentate_gyrus
2781	NOTCH1	JAG1	Cortex_1	Thalamus_1	0.10868700613732551		NOTCH1|JAG1|Cortex_1->Thalamus_1
2782	WNT5A	FZD7	Fiber_tract	Cortex_5	0.10865652975705194		WNT5A|FZD7|Fiber_tract->Cortex_5
2783	NOTCH1	JAG1	Cortex_3	Thalamus_2	0.10862273894647351		NOTCH1|JAG1|Cortex_3->Thalamus_2
2784	KITL	KIT	Pyramidal_layer	Thalamus_1	0.10848824874781884		KITL|KIT|Pyramidal_layer->Thalamus_1
2785	WNT5A	FZD7	Thalamus_1	Cortex_5	0.1084841555116394		WNT5A|FZD7|Thalamus_1->Cortex_5
2786	WNT5A	FZD7	Hypothalamus_2	Hypothalamus_1	0.1084445400336976		WNT5A|FZD7|Hypothalamus_2->Hypothalamus_1
2787	WNT5A	FZD7	Striatum	Cortex_3	0.10841179779123726		WNT5A|FZD7|Striatum->Cortex_3
2788	NOTCH1	JAG1	Cortex_1	Hypothalamus_2	0.10837700398960166		NOTCH1|JAG1|Cortex_1->Hypothalamus_2
2789	NRG1	ERBB4	Thalamus_1	Thalamus_1	0.10835752347876743		NRG1|ERBB4|Thalamus_1->Thalamus_1
2790	FGF10	FGFR2	Thalamus_2	Cortex_4	0.10802591909896733		FGF10|FGFR2|Thalamus_2->Cortex_4
2791	FGF10	FGFR2	Hippocampus	Cortex_2	0.10784657338486112		FGF10|FGFR2|Hippocampus->Cortex_2
